Conversation_ID,Customer_Issue,Tech_Response,Resolution_Time,Issue_Category,Issue_Status
CONV-1293,Forgot password,Restart your router.,90 minutes,Performance,Pending
CONV-1294,Slow system performance,Run a system diagnostic tool.,45 minutes,Software,Resolved after follow-up
CONV-1295,Software installation failure,Run a system diagnostic tool.,100 minutes,Performance,Resolved
CONV-1296,Slow system performance,Clear cache and remove unnecessary programs.,35 minutes,Account,Resolved
CONV-1297,Forgot password,Restart your router.,115 minutes,Hardware,Resolved after follow-up
CONV-1298,Slow system performance,Run a system diagnostic tool.,104 minutes,Network,Resolved after follow-up
CONV-1299,Unable to access email,Verify your email settings.,96 minutes,Network,Resolved after follow-up
CONV-1300,Printer not responding,Verify your email settings.,84 minutes,Network,Pending
CONV-1301,Slow system performance,Clear cache and remove unnecessary programs.,72 minutes,Account,Escalated
CONV-1302,Forgot password,Follow the software installation guide.,97 minutes,Account,Escalated
CONV-1303,Printer not responding,Restart your router.,41 minutes,Network,Pending
CONV-1304,Software installation failure,Reset your password using the link provided.,56 minutes,Account,Resolved
CONV-1305,Slow system performance,Follow the software installation guide.,32 minutes,Hardware,Resolved
CONV-1306,Printer not responding,Follow the software installation guide.,8 minutes,Software,Escalated
CONV-1307,Software installation failure,Reinstall the printer drivers.,43 minutes,Network,Resolved
CONV-1308,Cannot connect to Wi-Fi,Verify your email settings.,101 minutes,Software,Resolved after follow-up
CONV-1309,Blue screen error,Reinstall the printer drivers.,117 minutes,Hardware,Escalated
CONV-1310,Printer not responding,Restart your router.,89 minutes,Performance,Pending
CONV-1311,Blue screen error,Restart your router.,41 minutes,Performance,Escalated
CONV-1312,Unable to access email,Reinstall the printer drivers.,37 minutes,Account,Resolved
CONV-1313,Slow system performance,Verify your email settings.,102 minutes,Network,Pending
CONV-1314,Forgot password,Run a system diagnostic tool.,11 minutes,Account,Escalated
CONV-1315,Unable to access email,Clear cache and remove unnecessary programs.,115 minutes,Account,Pending
CONV-1316,Cannot connect to Wi-Fi,Follow the software installation guide.,82 minutes,Performance,Resolved after follow-up
CONV-1317,Software installation failure,Verify your email settings.,37 minutes,Performance,Resolved
CONV-1318,Software installation failure,Run a system diagnostic tool.,49 minutes,Hardware,Resolved
CONV-1319,Slow system performance,Restart your router.,98 minutes,Hardware,Resolved after follow-up
CONV-1320,Printer not responding,Reset your password using the link provided.,10 minutes,Performance,Resolved
CONV-1321,Software installation failure,Follow the software installation guide.,78 minutes,Performance,Pending
CONV-1322,Blue screen error,Clear cache and remove unnecessary programs.,105 minutes,Account,Resolved after follow-up
CONV-1323,Printer not responding,Follow the software installation guide.,33 minutes,Network,Pending
CONV-1324,Forgot password,Restart your router.,43 minutes,Software,Resolved
CONV-1325,Software installation failure,Reinstall the printer drivers.,95 minutes,Network,Escalated
CONV-1326,Unable to access email,Clear cache and remove unnecessary programs.,74 minutes,Account,Escalated
CONV-1327,Cannot connect to Wi-Fi,Restart your router.,88 minutes,Hardware,Escalated
CONV-1328,Slow system performance,Reset your password using the link provided.,78 minutes,Software,Escalated
CONV-1329,Printer not responding,Verify your email settings.,114 minutes,Software,Resolved after follow-up
CONV-1330,Blue screen error,Run a system diagnostic tool.,9 minutes,Performance,Escalated
CONV-1331,Printer not responding,Follow the software installation guide.,24 minutes,Performance,Pending
CONV-1332,Unable to access email,Run a system diagnostic tool.,45 minutes,Network,Resolved after follow-up
CONV-1333,Cannot connect to Wi-Fi,Verify your email settings.,72 minutes,Performance,Resolved
CONV-1334,Blue screen error,Reset your password using the link provided.,63 minutes,Software,Resolved
CONV-1335,Blue screen error,Run a system diagnostic tool.,89 minutes,Software,Escalated
CONV-1336,Printer not responding,Restart your router.,78 minutes,Network,Resolved after follow-up
CONV-1337,Slow system performance,Restart your router.,47 minutes,Account,Escalated
CONV-1338,Cannot connect to Wi-Fi,Restart your router.,54 minutes,Account,Resolved after follow-up
CONV-1339,Software installation failure,Reinstall the printer drivers.,9 minutes,Performance,Pending
CONV-1340,Slow system performance,Clear cache and remove unnecessary programs.,78 minutes,Software,Pending
CONV-1341,Slow system performance,Reinstall the printer drivers.,95 minutes,Software,Resolved after follow-up
CONV-1342,Slow system performance,Reset your password using the link provided.,71 minutes,Performance,Pending
CONV-1343,Printer not responding,Clear cache and remove unnecessary programs.,47 minutes,Account,Pending
CONV-1344,Cannot connect to Wi-Fi,Follow the software installation guide.,16 minutes,Account,Escalated
CONV-1345,Slow system performance,Verify your email settings.,41 minutes,Hardware,Pending
CONV-1346,Blue screen error,Clear cache and remove unnecessary programs.,98 minutes,Hardware,Pending
CONV-1347,Software installation failure,Verify your email settings.,102 minutes,Network,Resolved after follow-up
CONV-1348,Printer not responding,Reinstall the printer drivers.,58 minutes,Software,Resolved after follow-up
CONV-1349,Forgot password,Run a system diagnostic tool.,60 minutes,Network,Pending
CONV-1350,Slow system performance,Clear cache and remove unnecessary programs.,12 minutes,Hardware,Resolved
CONV-1351,Printer not responding,Reset your password using the link provided.,78 minutes,Network,Resolved after follow-up
CONV-1352,Slow system performance,Follow the software installation guide.,23 minutes,Software,Resolved
CONV-1353,Slow system performance,Reset your password using the link provided.,95 minutes,Network,Resolved after follow-up
CONV-1354,Slow system performance,Follow the software installation guide.,20 minutes,Performance,Resolved
CONV-1355,Software installation failure,Clear cache and remove unnecessary programs.,60 minutes,Software,Resolved
CONV-1356,Forgot password,Reinstall the printer drivers.,103 minutes,Performance,Resolved
CONV-1357,Cannot connect to Wi-Fi,Reset your password using the link provided.,65 minutes,Network,Pending
CONV-1358,Cannot connect to Wi-Fi,Follow the software installation guide.,72 minutes,Account,Pending
CONV-1359,Cannot connect to Wi-Fi,Follow the software installation guide.,117 minutes,Network,Pending
CONV-1360,Blue screen error,Restart your router.,76 minutes,Performance,Escalated
CONV-1361,Slow system performance,Restart your router.,90 minutes,Performance,Escalated
CONV-1362,Printer not responding,Clear cache and remove unnecessary programs.,15 minutes,Performance,Resolved after follow-up
CONV-1363,Unable to access email,Run a system diagnostic tool.,50 minutes,Software,Escalated
CONV-1364,Software installation failure,Run a system diagnostic tool.,25 minutes,Hardware,Resolved after follow-up
CONV-1365,Unable to access email,Verify your email settings.,113 minutes,Network,Resolved
CONV-1366,Blue screen error,Run a system diagnostic tool.,50 minutes,Hardware,Escalated
CONV-1367,Forgot password,Clear cache and remove unnecessary programs.,85 minutes,Performance,Resolved after follow-up
CONV-1368,Blue screen error,Follow the software installation guide.,45 minutes,Network,Resolved after follow-up
CONV-1369,Forgot password,Clear cache and remove unnecessary programs.,77 minutes,Software,Resolved after follow-up
CONV-1370,Forgot password,Verify your email settings.,79 minutes,Hardware,Resolved after follow-up
CONV-1371,Unable to access email,Restart your router.,104 minutes,Hardware,Escalated
CONV-1372,Printer not responding,Verify your email settings.,80 minutes,Account,Pending
CONV-1373,Software installation failure,Verify your email settings.,19 minutes,Account,Pending
CONV-1374,Cannot connect to Wi-Fi,Run a system diagnostic tool.,94 minutes,Performance,Escalated
CONV-1375,Printer not responding,Run a system diagnostic tool.,45 minutes,Performance,Escalated
CONV-1376,Blue screen error,Verify your email settings.,46 minutes,Software,Pending
CONV-1377,Printer not responding,Restart your router.,81 minutes,Performance,Pending
CONV-1378,Blue screen error,Restart your router.,86 minutes,Performance,Resolved after follow-up
CONV-1379,Forgot password,Reset your password using the link provided.,8 minutes,Performance,Pending
CONV-1380,Blue screen error,Follow the software installation guide.,15 minutes,Performance,Pending
CONV-1381,Printer not responding,Verify your email settings.,15 minutes,Hardware,Resolved
CONV-1382,Slow system performance,Verify your email settings.,60 minutes,Performance,Resolved after follow-up
CONV-1383,Software installation failure,Clear cache and remove unnecessary programs.,103 minutes,Hardware,Pending
CONV-1384,Unable to access email,Verify your email settings.,85 minutes,Performance,Pending
CONV-1385,Cannot connect to Wi-Fi,Verify your email settings.,71 minutes,Hardware,Escalated
CONV-1386,Slow system performance,Reset your password using the link provided.,17 minutes,Hardware,Pending
CONV-1387,Software installation failure,Verify your email settings.,53 minutes,Software,Escalated
CONV-1388,Slow system performance,Restart your router.,41 minutes,Account,Resolved
CONV-1389,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,24 minutes,Network,Resolved after follow-up
CONV-1390,Cannot connect to Wi-Fi,Verify your email settings.,28 minutes,Hardware,Escalated
CONV-1391,Slow system performance,Reinstall the printer drivers.,107 minutes,Performance,Pending
CONV-1392,Slow system performance,Restart your router.,75 minutes,Hardware,Escalated
CONV-1393,Printer not responding,Follow the software installation guide.,104 minutes,Network,Resolved
CONV-1394,Printer not responding,Clear cache and remove unnecessary programs.,7 minutes,Network,Resolved after follow-up
CONV-1395,Blue screen error,Restart your router.,33 minutes,Account,Resolved
CONV-1396,Forgot password,Restart your router.,64 minutes,Hardware,Resolved
CONV-1397,Slow system performance,Reinstall the printer drivers.,117 minutes,Performance,Resolved after follow-up
CONV-1398,Forgot password,Clear cache and remove unnecessary programs.,106 minutes,Performance,Escalated
CONV-1399,Blue screen error,Clear cache and remove unnecessary programs.,30 minutes,Performance,Resolved after follow-up
CONV-1400,Blue screen error,Verify your email settings.,56 minutes,Hardware,Pending
CONV-1401,Blue screen error,Run a system diagnostic tool.,116 minutes,Network,Resolved
CONV-1402,Printer not responding,Verify your email settings.,36 minutes,Performance,Escalated
CONV-1403,Forgot password,Restart your router.,42 minutes,Hardware,Pending
CONV-1404,Printer not responding,Reset your password using the link provided.,53 minutes,Account,Pending
CONV-1405,Cannot connect to Wi-Fi,Run a system diagnostic tool.,98 minutes,Network,Pending
CONV-1406,Software installation failure,Follow the software installation guide.,72 minutes,Network,Resolved after follow-up
CONV-1407,Slow system performance,Restart your router.,97 minutes,Performance,Resolved
CONV-1408,Slow system performance,Reset your password using the link provided.,116 minutes,Account,Pending
CONV-1409,Cannot connect to Wi-Fi,Restart your router.,52 minutes,Hardware,Resolved
CONV-1410,Unable to access email,Follow the software installation guide.,56 minutes,Software,Escalated
CONV-1411,Unable to access email,Restart your router.,34 minutes,Account,Resolved after follow-up
CONV-1412,Slow system performance,Reset your password using the link provided.,82 minutes,Performance,Pending
